,trace,full_seq_len,input_x_seq_len,true_y_seq_len,pred_y_seq_len,acc,recall,precision,f1,levenshtein,damerau_levenshtein,local_alignment,global_alignment,emph_start,longest_subsequence,longest_substring,overlap,entropy,input,true_encoded,pred_encoded,true_decoded,pred_decoded
1365,1365,1,5,1,25,0.04,0.04,0.2,0.06666666666666668,0.040000000000000036,0.040000000000000036,1.0,0.04,0.0,0.040000000000000036,0.040000000000000036,1.0,0.40360811071696534,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003,004,006 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004 -> 004,Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
1366,1366,4,1,4,25,0.04,0.04,0.04,0.04,0.040000000000000036,0.040000000000000036,0.25,0.1,0.0,0.040000000000000036,0.040000000000000036,0.25,0.7711859924961394,019,001 -> 002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004,DECL_SUBMITTED_EMPLOYEE -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled
1367,1367,4,2,4,25,0.04,0.04,0.08,0.05333333333333333,0.040000000000000036,0.040000000000000036,0.25,0.1,0.0,0.040000000000000036,0.040000000000000036,0.25,0.7869779494987846,019 | 019-001,011 -> 002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004,DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled
1368,1368,25,6,25,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.29022139606596653,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004,000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000,017 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004,<P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P>,DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
1369,1369,4,1,4,25,0.04,0.04,0.04,0.04,0.040000000000000036,0.040000000000000036,0.25,0.1,0.0,0.040000000000000036,0.040000000000000036,0.25,0.7711859924961394,019,001 -> 002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004,DECL_SUBMITTED_EMPLOYEE -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled
1370,1370,5,1,5,25,0.04,0.04,0.04,0.04,0.040000000000000036,0.040000000000000036,0.19999999999999996,0.12,0.0,0.040000000000000036,0.040000000000000036,0.19999999999999996,0.7439987604760503,019,001 -> 011 -> 002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled
1371,1371,25,6,25,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.29022139606596653,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004,000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000,017 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004,<P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P>,DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
1372,1372,9,1,9,25,0.04,0.04,0.04,0.04,0.040000000000000036,0.040000000000000036,0.11111111111111116,0.2,0.0,0.040000000000000036,0.040000000000000036,0.11111111111111116,0.6542939231718918,019,001 -> 014 -> 008 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004,DECL_SUBMITTED_EMPLOYEE -> DECL_REJECTED_ADMINISTRATION -> DECL_REJECTED_EMPLOYEE -> DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_APPROVED_BUDGET_OWNER -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled
1373,1373,3,3,3,25,0.04,0.04,0.12,0.06,0.040000000000000036,0.040000000000000036,0.33333333333333337,0.08,0.0,0.040000000000000036,0.040000000000000036,0.33333333333333326,0.8303917654145495,019 | 019-001 | 019-001-011,002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004,DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled
1374,1374,2,3,2,25,0.04,0.04,0.12,0.06,0.07999999999999996,0.07999999999999996,0.5,0.08,0.5133333333333333,0.07999999999999996,0.040000000000000036,1.0,0.8223852001822791,019 | 019-001 | 019-001-002,003 -> 004,006 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004,Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled
1375,1375,4,1,4,25,0.04,0.04,0.04,0.04,0.040000000000000036,0.040000000000000036,0.25,0.1,0.0,0.040000000000000036,0.040000000000000036,0.25,0.7711859924961394,019,001 -> 002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004,DECL_SUBMITTED_EMPLOYEE -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled
1376,1376,1,5,1,25,0.04,0.04,0.2,0.06666666666666668,0.040000000000000036,0.040000000000000036,1.0,0.04,0.0,0.040000000000000036,0.040000000000000036,1.0,0.40360811071696534,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003,004,006 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004 -> 004,Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
1377,1377,2,4,2,25,0.04,0.04,0.16,0.064,0.07999999999999996,0.07999999999999996,0.5,0.08,0.5133333333333333,0.07999999999999996,0.040000000000000036,1.0,0.7971679188943039,019 | 019-001 | 019-001-011 | 019-001-011-002,003 -> 004,006 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004,Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
1378,1378,5,1,5,25,0.04,0.04,0.04,0.04,0.040000000000000036,0.040000000000000036,0.19999999999999996,0.12,0.0,0.040000000000000036,0.040000000000000036,0.19999999999999996,0.7439987604760503,019,001 -> 011 -> 002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled
1379,1379,4,2,4,25,0.04,0.04,0.08,0.05333333333333333,0.040000000000000036,0.040000000000000036,0.25,0.1,0.0,0.040000000000000036,0.040000000000000036,0.25,0.7869779494987846,019 | 019-001,011 -> 002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004,DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled
1380,1380,4,2,4,25,0.04,0.04,0.08,0.05333333333333333,0.040000000000000036,0.040000000000000036,0.25,0.1,0.0,0.040000000000000036,0.040000000000000036,0.25,0.7869779494987846,019 | 019-001,011 -> 002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004,DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled
1381,1381,4,3,4,25,0.04,0.04,0.12,0.06,0.040000000000000036,0.040000000000000036,0.25,0.1,0.0,0.040000000000000036,0.040000000000000036,0.25,0.798213117685267,019 | 019-001 | 019-001-011,012 -> 002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004,DECL_APPROVED_BUDGET_OWNER -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled
