,trace,input_x_seq_len,true_x,true_y,pred_y,is_correct
3670,3670,2,019 -> 001,11,14,False
3671,3671,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3672,3672,3,019 -> 001 -> 011,2,2,True
3673,3673,2,019 -> 001,11,14,False
3674,3674,2,019 -> 001,11,14,False
3675,3675,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3676,3676,4,019 -> 001 -> 011 -> 012,2,2,True
3677,3677,4,019 -> 001 -> 011 -> 002,3,2,False
3678,3678,2,019 -> 001,11,14,False
3679,3679,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3680,3680,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
3681,3681,1,019,1,2,False
3682,3682,4,019 -> 001 -> 011 -> 002,3,2,False
3683,3683,2,019 -> 001,11,14,False
3684,3684,3,019 -> 001 -> 011,2,2,True
3685,3685,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
3686,3686,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
3687,3687,7,019 -> 001 -> 011 -> 010 -> 008 -> 001 -> 011,12,2,False
3688,3688,4,019 -> 001 -> 011 -> 012,2,2,True
3689,3689,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3690,3690,3,019 -> 001 -> 011,2,2,True
3691,3691,2,019 -> 001,14,14,True
3692,3692,3,019 -> 001 -> 002,3,2,False
3693,3693,2,019 -> 001,11,14,False
3694,3694,1,019,1,2,False
3695,3695,4,019 -> 001 -> 011 -> 002,3,2,False
3696,3696,1,019,1,2,False
3697,3697,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
3698,3698,9,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
3699,3699,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
3700,3700,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
3701,3701,2,019 -> 001,2,14,False
3702,3702,1,019,1,2,False
3703,3703,2,019 -> 001,11,14,False
3704,3704,2,019 -> 001,11,14,False
3705,3705,2,019 -> 001,11,14,False
3706,3706,4,019 -> 001 -> 014 -> 008,1,8,False
3707,3707,4,019 -> 001 -> 011 -> 002,3,2,False
3708,3708,5,019 -> 001 -> 011 -> 010 -> 008,1,8,False
3709,3709,2,019 -> 001,11,14,False
3710,3710,3,019 -> 001 -> 011,2,2,True
3711,3711,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
3712,3712,1,019,1,2,False
3713,3713,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3714,3714,4,019 -> 001 -> 011 -> 002,3,2,False
3715,3715,3,019 -> 001 -> 014,8,8,True
3716,3716,2,019 -> 001,11,14,False
3717,3717,2,019 -> 001,10,14,False
3718,3718,4,019 -> 001 -> 011 -> 002,3,2,False
3719,3719,9,019 -> 001 -> 005 -> 010 -> 008 -> 001 -> 005 -> 002 -> 003,4,4,True
3720,3720,6,019 -> 001 -> 011 -> 010 -> 008 -> 001,11,14,False
3721,3721,1,019,1,2,False
3722,3722,6,019 -> 001 -> 011 -> 016 -> 008 -> 001,11,14,False
3723,3723,2,019 -> 001,11,14,False
3724,3724,4,019 -> 001 -> 002 -> 006,1,8,False
3725,3725,4,019 -> 001 -> 011 -> 002,3,2,False
3726,3726,4,019 -> 001 -> 011 -> 002,3,2,False
3727,3727,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3728,3728,7,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 012,2,2,True
3729,3729,2,019 -> 001,14,14,True
3730,3730,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
3731,3731,4,019 -> 001 -> 005 -> 002,3,2,False
3732,3732,1,019,1,2,False
3733,3733,2,019 -> 001,14,14,True
3734,3734,3,019 -> 001 -> 005,2,2,True
3735,3735,2,019 -> 001,11,14,False
3736,3736,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
3737,3737,11,019 -> 001 -> 007 -> 008 -> 001 -> 007 -> 008 -> 001 -> 005 -> 002 -> 003,4,4,True
3738,3738,4,019 -> 001 -> 011 -> 012,2,2,True
3739,3739,4,019 -> 001 -> 011 -> 002,3,2,False
3740,3740,1,019,1,2,False
3741,3741,3,019 -> 001 -> 005,2,2,True
3742,3742,2,019 -> 001,11,14,False
3743,3743,1,019,1,2,False
3744,3744,1,019,1,2,False
3745,3745,3,019 -> 001 -> 011,2,2,True
3746,3746,4,019 -> 001 -> 011 -> 012,2,2,True
3747,3747,2,019 -> 001,11,14,False
3748,3748,4,019 -> 001 -> 011 -> 002,3,2,False
3749,3749,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
3750,3750,1,019,1,2,False
3751,3751,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3752,3752,1,019,1,2,False
3753,3753,1,019,1,2,False
3754,3754,1,019,1,2,False
3755,3755,1,019,1,2,False
3756,3756,4,019 -> 001 -> 002 -> 003,4,4,True
3757,3757,1,019,1,2,False
3758,3758,6,019 -> 001 -> 005 -> 002 -> 003 -> 004,20,20,True
3759,3759,5,019 -> 001 -> 002 -> 003 -> 004,20,20,True
3760,3760,6,019 -> 001 -> 014 -> 008 -> 001 -> 011,2,2,True
3761,3761,1,019,1,2,False
3762,3762,2,019 -> 001,11,14,False
3763,3763,1,019,1,2,False
3764,3764,8,019 -> 001 -> 011 -> 016 -> 008 -> 001 -> 011 -> 012,2,2,True
3765,3765,3,019 -> 001 -> 011,2,2,True
3766,3766,6,019 -> 001 -> 014 -> 008 -> 001 -> 011,2,2,True
3767,3767,2,019 -> 001,5,14,False
3768,3768,1,019,1,2,False
3769,3769,4,019 -> 001 -> 011 -> 002,3,2,False
3770,3770,6,019 -> 001 -> 014 -> 008 -> 001 -> 011,12,2,False
3771,3771,4,019 -> 001 -> 002 -> 003,4,4,True
3772,3772,1,019,1,2,False
3773,3773,1,019,1,2,False
3774,3774,3,019 -> 001 -> 011,2,2,True
3775,3775,4,019 -> 001 -> 011 -> 002,3,2,False
3776,3776,4,019 -> 001 -> 005 -> 002,3,2,False
3777,3777,3,019 -> 001 -> 011,2,2,True
3778,3778,3,019 -> 001 -> 002,3,2,False
3779,3779,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3780,3780,2,019 -> 001,14,14,True
3781,3781,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3782,3782,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
3783,3783,2,019 -> 001,11,14,False
3784,3784,1,019,1,2,False
3785,3785,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
3786,3786,7,019 -> 001 -> 011 -> 016 -> 008 -> 001 -> 011,2,2,True
3787,3787,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
3788,3788,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
3789,3789,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
3790,3790,3,019 -> 001 -> 011,2,2,True
3791,3791,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3792,3792,2,019 -> 001,11,14,False
3793,3793,1,019,1,2,False
3794,3794,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
3795,3795,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
3796,3796,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3797,3797,5,019 -> 001 -> 005 -> 002 -> 003,4,4,True
3798,3798,4,019 -> 001 -> 011 -> 002,3,2,False
3799,3799,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3800,3800,4,019 -> 001 -> 011 -> 012,2,2,True
3801,3801,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3802,3802,3,019 -> 001 -> 011,2,2,True
3803,3803,3,019 -> 001 -> 011,2,2,True
3804,3804,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
3805,3805,3,019 -> 001 -> 002,3,2,False
3806,3806,1,019,1,2,False
3807,3807,2,019 -> 001,11,14,False
3808,3808,1,019,1,2,False
3809,3809,2,019 -> 001,11,14,False
3810,3810,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
3811,3811,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
3812,3812,1,019,1,2,False
3813,3813,5,019 -> 001 -> 002 -> 003 -> 004,20,20,True
3814,3814,2,019 -> 001,5,14,False
3815,3815,3,019 -> 001 -> 011,12,2,False
3816,3816,7,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 012,2,2,True
3817,3817,2,019 -> 001,2,14,False
3818,3818,5,019 -> 001 -> 014 -> 008 -> 001,11,14,False
3819,3819,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
3820,3820,2,019 -> 001,2,14,False
3821,3821,4,019 -> 001 -> 011 -> 012,2,2,True
3822,3822,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3823,3823,4,019 -> 001 -> 014 -> 008,1,8,False
3824,3824,2,019 -> 001,14,14,True
3825,3825,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3826,3826,1,019,9,2,False
3827,3827,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3828,3828,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
3829,3829,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3830,3830,8,019 -> 001 -> 011 -> 010 -> 008 -> 001 -> 011 -> 002,3,2,False
3831,3831,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3832,3832,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
3833,3833,4,019 -> 001 -> 014 -> 008,20,8,False
3834,3834,3,019 -> 001 -> 011,2,2,True
3835,3835,4,019 -> 001 -> 002 -> 003,4,4,True
3836,3836,2,019 -> 001,11,14,False
3837,3837,4,019 -> 001 -> 002 -> 003,4,4,True
3838,3838,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
3839,3839,2,019 -> 001,11,14,False
3840,3840,14,019 -> 001 -> 014 -> 008 -> 001 -> 014 -> 008 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
3841,3841,4,019 -> 001 -> 002 -> 003,4,4,True
3842,3842,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3843,3843,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
3844,3844,1,019,1,2,False
3845,3845,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3846,3846,2,019 -> 001,11,14,False
3847,3847,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3848,3848,1,019,1,2,False
3849,3849,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3850,3850,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
3851,3851,4,019 -> 001 -> 011 -> 002,3,2,False
3852,3852,2,019 -> 001,11,14,False
3853,3853,4,019 -> 001 -> 011 -> 010,8,8,True
3854,3854,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
3855,3855,5,019 -> 001 -> 002 -> 003 -> 004,20,20,True
3856,3856,3,019 -> 001 -> 011,12,2,False
3857,3857,4,019 -> 001 -> 011 -> 002,3,2,False
3858,3858,3,019 -> 001 -> 011,2,2,True
3859,3859,4,019 -> 001 -> 014 -> 008,1,8,False
3860,3860,4,019 -> 001 -> 011 -> 002,3,2,False
3861,3861,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3862,3862,3,019 -> 001 -> 002,3,2,False
3863,3863,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
3864,3864,6,019 -> 001 -> 005 -> 002 -> 003 -> 004,20,20,True
3865,3865,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3866,3866,3,019 -> 001 -> 011,2,2,True
3867,3867,1,019,1,2,False
3868,3868,4,019 -> 001 -> 011 -> 002,3,2,False
3869,3869,2,019 -> 001,11,14,False
3870,3870,4,019 -> 001 -> 014 -> 008,1,8,False
3871,3871,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3872,3872,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
3873,3873,3,019 -> 001 -> 011,2,2,True
3874,3874,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
3875,3875,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3876,3876,2,019 -> 001,11,14,False
3877,3877,6,019 -> 001 -> 011 -> 010 -> 008 -> 001,11,14,False
3878,3878,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
3879,3879,3,019 -> 001 -> 011,12,2,False
3880,3880,9,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3881,3881,4,019 -> 001 -> 011 -> 002,3,2,False
3882,3882,5,019 -> 001 -> 002 -> 003 -> 004,20,20,True
3883,3883,8,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
3884,3884,8,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
3885,3885,9,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3886,3886,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
3887,3887,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
3888,3888,2,019 -> 001,11,14,False
3889,3889,1,019,1,2,False
3890,3890,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3891,3891,4,019 -> 001 -> 011 -> 002,3,2,False
3892,3892,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3893,3893,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3894,3894,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3895,3895,4,019 -> 001 -> 011 -> 010,8,8,True
3896,3896,2,019 -> 001,10,14,False
3897,3897,1,019,9,2,False
3898,3898,1,019,1,2,False
3899,3899,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3900,3900,4,019 -> 001 -> 011 -> 002,3,2,False
3901,3901,4,019 -> 001 -> 011 -> 012,2,2,True
3902,3902,2,019 -> 001,5,14,False
3903,3903,4,019 -> 001 -> 011 -> 012,2,2,True
3904,3904,1,019,1,2,False
3905,3905,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3906,3906,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3907,3907,1,019,1,2,False
3908,3908,3,019 -> 001 -> 014,8,8,True
3909,3909,3,019 -> 001 -> 002,3,2,False
3910,3910,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3911,3911,3,019 -> 001 -> 011,2,2,True
3912,3912,5,019 -> 001 -> 002 -> 003 -> 004,20,20,True
3913,3913,1,019,1,2,False
3914,3914,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
3915,3915,4,019 -> 001 -> 011 -> 002,3,2,False
3916,3916,3,019 -> 001 -> 002,3,2,False
3917,3917,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
3918,3918,1,019,1,2,False
3919,3919,9,019 -> 001 -> 011 -> 016 -> 008 -> 001 -> 011 -> 012 -> 002,3,2,False
3920,3920,1,019,1,2,False
3921,3921,1,019,1,2,False
3922,3922,3,019 -> 001 -> 011,2,2,True
3923,3923,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3924,3924,7,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 016,8,8,True
3925,3925,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
3926,3926,4,019 -> 001 -> 011 -> 012,2,2,True
3927,3927,3,019 -> 001 -> 002,3,2,False
3928,3928,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
3929,3929,4,019 -> 001 -> 011 -> 012,2,2,True
3930,3930,1,019,1,2,False
3931,3931,1,019,1,2,False
3932,3932,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3933,3933,4,019 -> 001 -> 011 -> 012,2,2,True
3934,3934,3,019 -> 001 -> 002,3,2,False
3935,3935,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3936,3936,2,019 -> 001,14,14,True
3937,3937,5,019 -> 001 -> 014 -> 008 -> 001,11,14,False
3938,3938,2,019 -> 009,20,20,True
3939,3939,2,019 -> 001,5,14,False
3940,3940,3,019 -> 001 -> 011,12,2,False
3941,3941,3,019 -> 001 -> 011,2,2,True
3942,3942,4,019 -> 001 -> 011 -> 002,3,2,False
3943,3943,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
3944,3944,2,019 -> 001,11,14,False
3945,3945,7,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 012,2,2,True
3946,3946,10,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
3947,3947,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
3948,3948,9,019 -> 001 -> 007 -> 008 -> 001 -> 005 -> 002 -> 003 -> 004,20,20,True
3949,3949,1,019,1,2,False
3950,3950,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
3951,3951,4,019 -> 001 -> 011 -> 002,3,2,False
3952,3952,8,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
3953,3953,12,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 010 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
3954,3954,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3955,3955,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
3956,3956,1,019,1,2,False
3957,3957,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3958,3958,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3959,3959,2,019 -> 001,11,14,False
3960,3960,1,019,1,2,False
3961,3961,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3962,3962,1,019,1,2,False
3963,3963,1,019,1,2,False
3964,3964,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
3965,3965,1,019,1,2,False
3966,3966,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
3967,3967,7,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002,3,2,False
3968,3968,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
3969,3969,2,019 -> 001,11,14,False
3970,3970,2,019 -> 001,11,14,False
3971,3971,3,019 -> 001 -> 011,12,2,False
3972,3972,3,019 -> 001 -> 011,2,2,True
3973,3973,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
3974,3974,1,019,1,2,False
3975,3975,4,019 -> 001 -> 002 -> 003,4,4,True
3976,3976,2,019 -> 001,11,14,False
3977,3977,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3978,3978,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
3979,3979,3,019 -> 001 -> 002,3,2,False
3980,3980,3,019 -> 001 -> 011,12,2,False
3981,3981,2,019 -> 001,11,14,False
3982,3982,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3983,3983,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3984,3984,2,019 -> 001,11,14,False
3985,3985,4,019 -> 001 -> 011 -> 002,3,2,False
3986,3986,1,019,1,2,False
3987,3987,3,019 -> 001 -> 011,2,2,True
3988,3988,1,019,1,2,False
3989,3989,5,019 -> 001 -> 002 -> 003 -> 004,20,20,True
3990,3990,3,019 -> 001 -> 011,12,2,False
3991,3991,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
3992,3992,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3993,3993,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
3994,3994,4,019 -> 001 -> 011 -> 012,2,2,True
3995,3995,1,019,1,2,False
3996,3996,6,019 -> 001 -> 011 -> 016 -> 008 -> 001,11,14,False
3997,3997,6,019 -> 001 -> 010 -> 008 -> 001 -> 002,3,2,False
3998,3998,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
3999,3999,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
4000,4000,4,019 -> 001 -> 002 -> 003,4,4,True
4001,4001,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
4002,4002,3,019 -> 001 -> 011,2,2,True
4003,4003,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
4004,4004,4,019 -> 001 -> 011 -> 012,2,2,True
4005,4005,3,019 -> 001 -> 011,12,2,False
4006,4006,2,019 -> 001,2,14,False
4007,4007,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
4008,4008,1,019,1,2,False
4009,4009,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
4010,4010,1,019,1,2,False
4011,4011,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
4012,4012,4,019 -> 001 -> 011 -> 012,2,2,True
4013,4013,2,019 -> 001,11,14,False
4014,4014,2,019 -> 001,2,14,False
4015,4015,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
4016,4016,1,019,1,2,False
4017,4017,4,019 -> 001 -> 011 -> 002,3,2,False
4018,4018,1,019,1,2,False
4019,4019,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
4020,4020,11,019 -> 001 -> 014 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
4021,4021,2,019 -> 001,11,14,False
4022,4022,4,019 -> 001 -> 011 -> 010,8,8,True
4023,4023,8,019 -> 001 -> 002 -> 006 -> 001 -> 002 -> 003 -> 004,20,20,True
4024,4024,4,019 -> 001 -> 011 -> 012,2,2,True
4025,4025,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
4026,4026,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
4027,4027,1,019,1,2,False
4028,4028,5,019 -> 001 -> 005 -> 002 -> 003,4,4,True
4029,4029,2,019 -> 001,11,14,False
4030,4030,4,019 -> 001 -> 011 -> 012,2,2,True
4031,4031,2,019 -> 001,11,14,False
4032,4032,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
4033,4033,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
4034,4034,4,019 -> 001 -> 007 -> 008,1,8,False
4035,4035,2,019 -> 001,11,14,False
4036,4036,4,019 -> 001 -> 002 -> 003,4,4,True
4037,4037,3,019 -> 001 -> 011,2,2,True
4038,4038,2,019 -> 001,11,14,False
4039,4039,2,019 -> 001,11,14,False
4040,4040,1,019,1,2,False
4041,4041,5,019 -> 001 -> 007 -> 008 -> 001,7,14,False
4042,4042,3,019 -> 001 -> 011,2,2,True
4043,4043,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
4044,4044,3,019 -> 001 -> 011,2,2,True
4045,4045,1,019,1,2,False
4046,4046,4,019 -> 001 -> 014 -> 008,1,8,False
4047,4047,3,019 -> 001 -> 011,2,2,True
4048,4048,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
4049,4049,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
4050,4050,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
4051,4051,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
4052,4052,2,019 -> 001,11,14,False
4053,4053,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
4054,4054,6,019 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
4055,4055,2,019 -> 001,2,14,False
4056,4056,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
4057,4057,2,019 -> 001,11,14,False
4058,4058,1,019,1,2,False
4059,4059,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
4060,4060,2,019 -> 001,5,14,False
4061,4061,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
4062,4062,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
4063,4063,4,019 -> 001 -> 011 -> 002,3,2,False
4064,4064,4,019 -> 001 -> 011 -> 002,3,2,False
4065,4065,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
4066,4066,3,019 -> 001 -> 007,8,8,True
4067,4067,2,019 -> 009,20,20,True
4068,4068,1,019,1,2,False
4069,4069,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
4070,4070,4,019 -> 001 -> 011 -> 002,3,2,False
4071,4071,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
4072,4072,3,019 -> 001 -> 011,12,2,False
4073,4073,4,019 -> 001 -> 011 -> 002,3,2,False
4074,4074,4,019 -> 001 -> 002 -> 003,4,4,True
4075,4075,1,019,1,2,False
4076,4076,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
4077,4077,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
4078,4078,1,019,1,2,False
4079,4079,1,019,1,2,False
4080,4080,7,019 -> 001 -> 007 -> 008 -> 001 -> 005 -> 002,3,2,False
4081,4081,3,019 -> 001 -> 002,3,2,False
4082,4082,2,019 -> 001,2,14,False
4083,4083,3,019 -> 001 -> 011,2,2,True
4084,4084,3,019 -> 001 -> 002,3,2,False
4085,4085,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
4086,4086,3,019 -> 001 -> 011,12,2,False
4087,4087,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
4088,4088,3,019 -> 001 -> 011,2,2,True
4089,4089,2,019 -> 001,11,14,False
4090,4090,3,019 -> 001 -> 011,12,2,False
4091,4091,2,019 -> 001,11,14,False
4092,4092,4,019 -> 001 -> 011 -> 012,2,2,True
4093,4093,1,019,1,2,False
4094,4094,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
4095,4095,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
4096,4096,3,019 -> 001 -> 002,3,2,False
4097,4097,6,019 -> 001 -> 011 -> 002 -> 003 -> 004,20,20,True
4098,4098,1,019,1,2,False
4099,4099,8,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 012 -> 002,3,2,False
4100,4100,6,019 -> 001 -> 007 -> 008 -> 001 -> 005,2,2,True
4101,4101,2,019 -> 001,11,14,False
4102,4102,5,019 -> 001 -> 011 -> 002 -> 003,4,4,True
4103,4103,1,019,1,2,False
4104,4104,4,019 -> 001 -> 011 -> 002,3,2,False
4105,4105,1,019,1,2,False
4106,4106,2,019 -> 001,11,14,False
4107,4107,2,019 -> 001,2,14,False
4108,4108,1,019,1,2,False
4109,4109,3,019 -> 001 -> 011,2,2,True
4110,4110,4,019 -> 001 -> 011 -> 002,3,2,False
4111,4111,2,019 -> 001,5,14,False
4112,4112,4,019 -> 001 -> 011 -> 002,3,2,False
4113,4113,3,019 -> 001 -> 005,2,2,True
4114,4114,3,019 -> 001 -> 011,12,2,False
4115,4115,3,019 -> 001 -> 011,10,2,False
4116,4116,7,019 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004,20,20,True
4117,4117,9,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 012 -> 002 -> 003,4,4,True
4118,4118,2,019 -> 001,11,14,False
4119,4119,3,019 -> 001 -> 011,2,2,True
4120,4120,5,019 -> 001 -> 011 -> 012 -> 002,3,2,False
4121,4121,3,019 -> 001 -> 011,2,2,True
4122,4122,1,019,1,2,False
4123,4123,8,019 -> 001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003,4,4,True
